Name,Direction.PXD023778,FDR.PXD023778,PValue.PXD023778,NGenes.PXD023778,MeanAbsT0.PXD023778,MeanWeightT0.PXD023778,av_foldchange.PXD023778,sig.PXD023778,Direction.PXD008934,FDR.PXD008934,PValue.PXD008934,NGenes.PXD008934,MeanAbsT0.PXD008934,MeanWeightT0.PXD008934,av_foldchange.PXD008934,sig.PXD008934
RA biosynthesis pathway,Up,0.464788732,0.386782232,2,-0.038400655,0.069284363,0.123149669,FALSE,Down,0.656,0.585,2,-0.657193314,-0.559937761,-0.098154559,FALSE
Signaling by moderate kinase activity BRAF mutants,Up,0.501625135,0.386782232,12,-0.280897446,-0.263808222,0.031629556,FALSE,Up,0.408,0.329,11,0.228336471,0.065061597,0.041918143,FALSE
Signaling by RAS mutants,Up,0.501625135,0.386782232,12,-0.280897446,-0.263808222,0.031629556,FALSE,Up,0.408,0.329,11,0.228336471,0.065061597,0.041918143,FALSE
Paradoxical activation of RAF signaling by kinase inactive BRAF,Up,0.501625135,0.386782232,12,-0.280897446,-0.263808222,0.031629556,FALSE,Up,0.408,0.329,11,0.228336471,0.065061597,0.041918143,FALSE
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,Up,0.447453954,0.386782232,5,-0.113443158,-0.153338196,0.161202688,FALSE,Up,0.458,0.357,5,-0.110151678,-0.210562968,0.181659411,FALSE
Signaling downstream of RAS mutants,Up,0.501625135,0.386782232,12,-0.280897446,-0.263808222,0.031629556,FALSE,Up,0.408,0.329,11,0.228336471,0.065061597,0.041918143,FALSE
Infection with Mycobacterium tuberculosis,Up,0.144095341,0.388949079,8,-0.178969952,-0.293903364,0.122624945,FALSE,Down,0.838,0.88,8,-1.639149934,-1.834724818,-0.181286255,FALSE
Response of Mtb to phagocytosis,Up,0.144095341,0.388949079,8,-0.178969952,-0.293903364,0.122624945,FALSE,Down,0.838,0.88,8,-1.639149934,-1.834724818,-0.181286255,FALSE
mRNA Editing: C to U Conversion,Down,0.537378115,0.39219935,1,-0.223911191,-0.15567035,-0.12206736,FALSE,,,,,,,,
mRNA Editing,Down,0.537378115,0.39219935,1,-0.223911191,-0.15567035,-0.12206736,FALSE,,,,,,,,
Formation of the Editosome,Down,0.537378115,0.39219935,1,-0.223911191,-0.15567035,-0.12206736,FALSE,,,,,,,,
Signaling by Interleukins,Up,0.310942579,0.397616468,40,0.058206743,-0.224276614,0.150307016,FALSE,Down,0.438,0.593,44,-0.388537387,-1.381661511,-0.04849797,FALSE
COPII-mediated vesicle transport,Down,0.489707476,0.398699892,3,-0.521830951,-0.44251057,-0.028486619,FALSE,Up,0.389,0.298,3,0.233021163,0.34674029,0.049669836,FALSE
Hedgehog 'off' state,Up,0.174431203,0.399783315,15,-0.372067323,-1.075250487,0.105539754,FALSE,Down,0.752,0.875,24,-1.283129019,-2.828744447,-0.029840534,FALSE
Beta-oxidation of pristanoyl-CoA,Down,0.496208017,0.403033586,1,-0.663486344,-0.621726266,-0.03246624,FALSE,Down,0.554,0.458,3,-0.347602572,-0.234927122,-0.135652828,FALSE
Signaling by VEGF,Up,0.51787649,0.407367281,7,-0.454985614,-0.38454186,0.031158289,FALSE,Down,0.625,0.537,7,-0.583703057,-0.747588201,-0.229071793,FALSE
Activation of the phototransduction cascade,Down,0.489707476,0.407367281,1,-0.655946676,-0.673306133,-0.033791578,FALSE,Down,0.536,0.472,1,-0.418988455,-0.462000143,-0.299652802,FALSE
The phototransduction cascade,Down,0.489707476,0.407367281,1,-0.655946676,-0.673306133,-0.033791578,FALSE,Down,0.342,0.261,2,0.217766926,-0.197048566,-0.571175825,FALSE
"Inactivation, recovery and regulation of the phototransduction cascade",Down,0.489707476,0.407367281,1,-0.655946676,-0.673306133,-0.033791578,FALSE,Down,0.342,0.261,2,0.217766926,-0.197048566,-0.571175825,FALSE
VEGFA-VEGFR2 Pathway,Up,0.51787649,0.407367281,7,-0.454985614,-0.38454186,0.031158289,FALSE,Down,0.625,0.537,7,-0.583703057,-0.747588201,-0.229071793,FALSE
Sensory perception of taste,Down,0.489707476,0.407367281,1,-0.655946676,-0.673306133,-0.033791578,FALSE,Down,0.536,0.472,1,-0.418988455,-0.462000143,-0.299652802,FALSE
"Sensory perception of sweet, bitter, and umami (glutamate) taste",Down,0.489707476,0.407367281,1,-0.655946676,-0.673306133,-0.033791578,FALSE,Down,0.536,0.472,1,-0.418988455,-0.462000143,-0.299652802,FALSE
Sialic acid metabolism,Up,0.50595883,0.409534128,1,-0.327544169,-0.293676393,0.084144919,FALSE,Down,0.753,0.677,1,-1.044431311,-1.001852637,-0.011953378,FALSE
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",Up,0.50595883,0.409534128,1,-0.327544169,-0.293676393,0.084144919,FALSE,Down,0.023,0.017,2,2.316514719,2.473073678,-0.750935204,FALSE
Synthesis of substrates in N-glycan biosythesis,Up,0.50595883,0.409534128,1,-0.327544169,-0.293676393,0.084144919,FALSE,Down,0.023,0.017,2,2.316514719,2.473073678,-0.750935204,FALSE
Defective PGM1 causes PGM1-CDG,Up,0.483206934,0.411700975,1,-0.258999415,-0.207316702,0.105307843,FALSE,Down,0.259,0.202,1,0.33251756,0.404707048,-0.16638399,FALSE
Diseases associated with glycosylation precursor biosynthesis,Up,0.483206934,0.411700975,1,-0.258999415,-0.207316702,0.105307843,FALSE,Down,0.008,0.004,2,3.290164604,3.467661569,-0.82815051,TRUE
Galactose catabolism,Up,0.483206934,0.411700975,1,-0.258999415,-0.207316702,0.105307843,FALSE,Down,0.259,0.202,1,0.33251756,0.404707048,-0.16638399,FALSE
Metabolism of vitamins and cofactors,Down,0.565547129,0.413867822,12,-0.492510302,-0.355220203,-0.081317854,FALSE,Down,0.18,0.114,18,1.115961807,1.229135154,-0.21808563,FALSE
Peroxisomal lipid metabolism,Up,0.530877573,0.413867822,4,-0.178050956,-0.048871633,0.080678302,FALSE,Down,0.031,0.02,6,2.489894498,2.707269283,-0.062583516,FALSE
ALK mutants bind TKIs,Up,0.508125677,0.417118093,4,-0.241599847,-0.253849287,0.12150528,FALSE,Up,0.744,0.674,2,-0.948711068,-0.924001127,0.030254281,FALSE
CaMK IV-mediated phosphorylation of CREB,Down,0.550379198,0.418201517,2,-0.574847663,-0.596049705,-0.018567557,FALSE,Down,0.19,0.162,1,0.726957396,0.183331388,-0.842698848,FALSE
Trafficking of AMPA receptors,Down,0.550379198,0.418201517,2,-0.574847663,-0.596049705,-0.018567557,FALSE,,,,,,,,
"Glutamate binding, activation of AMPA receptors and synaptic plasticity",Down,0.550379198,0.418201517,2,-0.574847663,-0.596049705,-0.018567557,FALSE,,,,,,,,
Phase 0 - rapid depolarisation,Down,0.550379198,0.418201517,2,-0.574847663,-0.596049705,-0.018567557,FALSE,Down,0.19,0.162,1,0.726957396,0.183331388,-0.842698848,FALSE
Transcriptional Regulation by MECP2,Down,0.550379198,0.418201517,2,-0.574847663,-0.596049705,-0.018567557,FALSE,Down,0.19,0.162,1,0.726957396,0.183331388,-0.842698848,FALSE
Regulation of MECP2 expression and activity,Down,0.550379198,0.418201517,2,-0.574847663,-0.596049705,-0.018567557,FALSE,Down,0.19,0.162,1,0.726957396,0.183331388,-0.842698848,FALSE
Signaling by Hippo,Up,0.514626219,0.421451788,2,-0.372742484,-0.423585671,0.123366822,FALSE,Up,0.066,0.046,2,1.408524433,1.208922698,0.249410517,FALSE
G alpha (12/13) signalling events,Up,0.469122427,0.421451788,3,-0.822076663,-0.801872359,0.002468809,FALSE,Down,0.534,0.499,2,-0.592539156,-0.639240594,-0.299652802,FALSE
COPI-mediated anterograde transport,Up,0.497291441,0.422535211,16,-0.987837638,-0.945941724,0.004396579,FALSE,Down,0.402,0.338,20,0.244673201,0.315985886,-0.104043006,FALSE
Androgen biosynthesis,Up,0.58396533,0.423618635,1,-0.300967259,-0.242473843,0.168996563,FALSE,,,,,,,,
Nuclear Envelope (NE) Reassembly,Up,0.421451788,0.423618635,8,-0.44807261,-0.642134878,0.091068115,FALSE,Up,0.821,0.822,11,-1.294574468,-1.374638067,0.014343909,FALSE
Glutathione synthesis and recycling,Down,0.522210184,0.424702059,1,-0.568605889,-0.52210587,-0.047011872,FALSE,,,,,,,,
Paracetamol ADME,Down,0.522210184,0.424702059,1,-0.568605889,-0.52210587,-0.047011872,FALSE,,,,,,,,
Degradation of the extracellular matrix,Up,0.508125677,0.425785482,18,0.026416668,0.181820333,0.138849014,FALSE,Up,0.013,0.005,6,2.671940833,2.884594281,0.556033155,FALSE
Elastic fibre formation,Up,0.510292524,0.425785482,8,0.362015432,0.45366561,0.15478282,FALSE,Up,0.356,0.291,1,0.236875293,0.180407101,0.697220665,FALSE
Molecules associated with elastic fibres,Up,0.510292524,0.425785482,8,0.362015432,0.45366561,0.15478282,FALSE,Up,0.356,0.291,1,0.236875293,0.180407101,0.697220665,FALSE
tRNA processing in the nucleus,Up,0.65872156,0.429035753,2,-0.768819564,-0.696053197,0.054128409,FALSE,Up,0.498,0.412,2,-0.178626066,-0.101865114,0.321519048,FALSE
Golgi Cisternae Pericentriolar Stack Reorganization,Down,0.538461538,0.434452871,1,-0.797806301,-0.769018002,-0.019675236,FALSE,Down,0.505,0.401,2,-0.190982981,-0.098766161,-0.383803368,FALSE
Laminin interactions,Up,0.536294691,0.434452871,15,-0.891086893,-0.772695158,0.018750533,FALSE,Down,0.388,0.293,3,0.237452281,0.292126611,-0.187016843,FALSE
Integration of energy metabolism,Down,0.457204767,0.435536295,10,-0.55851385,-0.617143513,-0.002645214,FALSE,Down,0.883,0.877,9,-1.625935981,-1.624221021,-0.050677935,FALSE
Fatty acyl-CoA biosynthesis,Up,0.596966414,0.435536295,2,-0.447973489,-0.368202542,0.050124574,FALSE,Down,0.313,0.225,2,0.43114516,0.55260152,-0.391056666,FALSE
Synthesis of very long-chain fatty acyl-CoAs,Up,0.596966414,0.435536295,2,-0.447973489,-0.368202542,0.050124574,FALSE,Down,0.179,0.13,1,1.128189755,1.232315871,-0.602576575,FALSE
ABC-family proteins mediated transport,Up,0.141928494,0.438786566,10,-0.341902976,-1.146267557,0.056067265,FALSE,Up,0.111,0.423,20,-0.051420187,-1.725207151,0.03005502,FALSE
ABC transporter disorders,Up,0.141928494,0.438786566,10,-0.341902976,-1.146267557,0.056067265,FALSE,Up,0.111,0.423,20,-0.051420187,-1.725207151,0.03005502,FALSE
RHO GTPases Activate Formins,Up,0.44312026,0.438786566,10,-0.445997021,-0.661521464,0.070213305,FALSE,Down,0.887,0.897,11,-1.584640443,-1.725531701,-0.093937645,FALSE
Class A/1 (Rhodopsin-like receptors),Down,0.604550379,0.439869989,4,-0.266366128,-0.177658505,-0.099801415,FALSE,Down,0.245,0.175,5,0.820928685,0.964441997,-0.18250129,FALSE
Peptide ligand-binding receptors,Down,0.604550379,0.439869989,4,-0.266366128,-0.177658505,-0.099801415,FALSE,Down,0.245,0.175,5,0.820928685,0.964441997,-0.18250129,FALSE
Arachidonic acid metabolism,Down,0.554712893,0.442036836,1,-0.805828828,-0.7716364,-0.019965538,FALSE,Up,0.726,0.641,2,-0.731677138,-0.655778758,0.190156148,FALSE
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),Down,0.554712893,0.442036836,1,-0.805828828,-0.7716364,-0.019965538,FALSE,Down,0.844,0.78,1,-1.144662076,-1.100515613,-0.015997307,FALSE
Signaling by PDGF,Up,0.557963164,0.44312026,6,-0.503800744,-0.368634517,0.16115862,FALSE,Up,0.026,0.013,1,2.839173748,2.937979771,1.813960686,FALSE
Regulation of pyruvate dehydrogenase (PDH) complex,Up,0.581798483,0.44312026,5,-0.364781802,-0.227992591,0.149793278,FALSE,Down,0.725,0.64,7,-0.766444734,-0.590622083,-0.051926899,FALSE
COPI-dependent Golgi-to-ER retrograde traffic,Up,0.518959913,0.445287107,6,-0.660777313,-0.730966257,0.02902458,FALSE,Down,0.72,0.691,15,-0.829928843,-0.768353697,-0.08163624,FALSE
Activation of G protein gated Potassium channels,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.534,0.499,2,-0.592539156,-0.639240594,-0.299652802,FALSE
G protein gated Potassium channels,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.534,0.499,2,-0.592539156,-0.639240594,-0.299652802,FALSE
Inwardly rectifying K+ channels,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.534,0.499,2,-0.592539156,-0.639240594,-0.299652802,FALSE
Potassium Channels,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.534,0.499,2,-0.592539156,-0.639240594,-0.299652802,FALSE
G-protein activation,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.534,0.499,2,-0.592539156,-0.639240594,-0.299652802,FALSE
ADP signalling through P2Y purinoceptor 12,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.627,0.573,3,-0.712673115,-0.733527848,-0.327910501,FALSE
G beta:gamma signalling through PI3Kgamma,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.534,0.499,2,-0.592539156,-0.639240594,-0.299652802,FALSE
Signal amplification,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.627,0.573,3,-0.712673115,-0.733527848,-0.327910501,FALSE
G-protein beta:gamma signalling,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.534,0.499,2,-0.592539156,-0.639240594,-0.299652802,FALSE
"Adrenaline,noradrenaline inhibits insulin secretion",Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.627,0.573,3,-0.712673115,-0.733527848,-0.327910501,FALSE
G beta:gamma signalling through PLC beta,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.534,0.499,2,-0.592539156,-0.639240594,-0.299652802,FALSE
ADP signalling through P2Y purinoceptor 1,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.534,0.499,2,-0.592539156,-0.639240594,-0.299652802,FALSE
Thromboxane signalling through TP receptor,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.534,0.499,2,-0.592539156,-0.639240594,-0.299652802,FALSE
Activation of kainate receptors upon glutamate binding,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.437,0.363,3,-0.064097147,-0.416091333,-0.480668151,FALSE
Thrombin signalling through proteinase activated receptors (PARs),Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.534,0.499,2,-0.592539156,-0.639240594,-0.299652802,FALSE
Presynaptic function of Kainate receptors,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.534,0.499,2,-0.592539156,-0.639240594,-0.299652802,FALSE
G beta:gamma signalling through BTK,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.534,0.499,2,-0.592539156,-0.639240594,-0.299652802,FALSE
G beta:gamma signalling through CDC42,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.534,0.499,2,-0.592539156,-0.639240594,-0.299652802,FALSE
Fatty acid metabolism,Up,0.537378115,0.448537378,25,-0.263064339,0.085258629,0.091099927,FALSE,Down,0.237,0.141,29,0.627197173,1.048189165,-0.112303001,FALSE
GABA receptor activation,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.627,0.573,3,-0.712673115,-0.733527848,-0.327910501,FALSE
GABA B receptor activation,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.627,0.573,3,-0.712673115,-0.733527848,-0.327910501,FALSE
Activation of GABAB receptors,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.627,0.573,3,-0.712673115,-0.733527848,-0.327910501,FALSE
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,Down,0.502708559,0.448537378,2,-0.927648685,-0.94454494,-0.033791578,FALSE,Down,0.534,0.499,2,-0.592539156,-0.639240594,-0.299652802,FALSE
Expression and translocation of olfactory receptors,Up,0.34127844,0.449620802,1,-0.432239757,-0.70374198,0.15147384,FALSE,Up,0.088,0.085,1,1.54925648,0.276357,0.648489266,FALSE
NADE modulates death signalling,Up,0.570964247,0.453954496,1,-0.441501653,-0.459052328,0.091139008,FALSE,Up,0.084,0.055,1,1.322126072,1.16817075,0.252591272,FALSE
ER to Golgi Anterograde Transport,Up,0.54496208,0.45503792,17,-1.106907338,-1.057918738,0.007358933,FALSE,Down,0.372,0.303,21,0.366513547,0.451528503,-0.061524169,FALSE
G alpha (i) signalling events,Down,0.502708559,0.45503792,14,-0.550144667,-0.568153062,-0.033368959,FALSE,Down,0.462,0.406,11,-0.099940995,-0.195583951,-0.24524336,FALSE
Transport to the Golgi and subsequent modification,Up,0.54496208,0.45503792,17,-1.106907338,-1.057918738,0.007358933,FALSE,Down,0.372,0.303,21,0.366513547,0.451528503,-0.061524169,FALSE
Processing of SMDT1,Up,0.609967497,0.456121343,3,-0.812047899,-0.71979311,0.053540526,FALSE,Up,0.507,0.413,4,-0.304286177,-0.145358837,0.188794344,FALSE
DARPP-32 events,Up,0.468039003,0.457204767,4,-0.542838218,-0.672332262,0.095597954,FALSE,Down,0.589,0.501,3,-0.538513696,-0.886076169,-0.267146334,FALSE
Suppression of phagosomal maturation,Up,0.083423619,0.460455038,5,-0.351616362,-0.595985557,0.129626872,FALSE,Down,0.607,0.706,6,-1.122254456,-1.388335399,-0.235161668,FALSE
SARS-CoV-1 targets host intracellular signalling and regulatory pathways,Up,0.510292524,0.460455038,6,-0.478178701,-0.508056232,0.140060725,FALSE,Up,0.361,0.278,6,0.258612052,-0.221577956,0.246502906,FALSE
SARS-CoV-2 targets host intracellular signalling and regulatory pathways,Up,0.510292524,0.460455038,6,-0.478178701,-0.508056232,0.140060725,FALSE,Up,0.458,0.357,5,-0.110151678,-0.210562968,0.181659411,FALSE
RHO GTPases activate IQGAPs,Up,0.503791983,0.462621885,8,-0.513966631,-0.58553256,0.05315671,FALSE,Down,0.805,0.778,12,-1.145680318,-1.374972012,-0.207156872,FALSE
Pyruvate metabolism and Citric Acid (TCA) cycle,Up,0.614301192,0.464788732,28,-0.507800649,-0.12896654,0.096014774,FALSE,Down,0.966,0.956,28,-2.233865905,-1.877003733,-0.042806362,FALSE
CRMPs in Sema3A signaling,Up,0.563380282,0.465872156,1,-0.510717113,-0.461325146,0.069155459,FALSE,,,,,,,,
L1CAM interactions,Up,0.572047671,0.468039003,22,-0.700656624,-0.672193894,0.057756866,FALSE,Down,0.413,0.361,17,-0.005996051,-0.074622442,-0.051345036,FALSE
Interleukin-12 family signaling,Up,0.723726977,0.47020585,16,-0.363660416,-0.18062437,0.129725249,FALSE,Down,0.534,0.416,16,-0.116680175,0.068390727,-0.178395484,FALSE
RNA Polymerase I Transcription Termination,Up,0.683640303,0.471289274,1,-0.602972405,-0.560677392,0.064428364,FALSE,Up,0.822,0.754,1,-1.165971763,-1.122559212,0.009625464,FALSE
Apoptotic execution phase,Down,0.622968581,0.471289274,11,-0.852410677,-0.746166665,-0.023836326,FALSE,Up,0.097,0.08,7,1.494275474,1.562640753,0.251857074,FALSE
Golgi Associated Vesicle Biogenesis,Up,0.58071506,0.474539545,4,-0.558623119,-0.506844277,0.080742967,FALSE,Down,0.439,0.348,5,-0.110090258,-0.058389108,-0.247564844,FALSE
Cargo concentration in the ER,Up,0.563380282,0.474539545,1,-0.612545318,-0.578143804,0.054756602,FALSE,Up,0.286,0.221,1,0.585364252,0.656031704,0.788852573,FALSE
Adaptive Immune System,Up,0.352112676,0.475622969,40,-0.343439547,-0.742723081,0.130201845,FALSE,Down,0.742,0.847,49,-0.992277745,-2.094075404,-0.043819223,FALSE
Late endosomal microautophagy,Down,0.250270856,0.477789816,8,-0.165613892,-0.258424166,-0.047571806,FALSE,Up,0.09,0.182,8,0.730358099,0.545234547,0.069622757,FALSE
Glycine degradation,Up,0.621885157,0.481040087,1,-0.597528935,-0.558391589,0.282567577,FALSE,Up,0.27,0.203,1,0.172930718,0.242035107,0.118325547,FALSE
tRNA Aminoacylation,Down,0.554712893,0.483206934,3,-0.500020004,-0.388520351,-0.108149132,FALSE,Down,0.454,0.345,8,0.184155241,0.418827525,-0.099467946,FALSE
Mitochondrial tRNA aminoacylation,Down,0.554712893,0.483206934,3,-0.500020004,-0.388520351,-0.108149132,FALSE,Down,0.7,0.608,3,-0.692059082,-0.5752134,-0.146518338,FALSE
Uptake and function of anthrax toxins,Down,0.51787649,0.483206934,1,-0.419670412,-0.371574518,-0.192156143,FALSE,Down,0.088,0.072,2,1.256384155,0.938509213,-0.600775444,FALSE
rRNA modification in the nucleus and cytosol,Up,0.582881907,0.483206934,4,-0.786072202,-0.783428933,0.015634422,FALSE,,,,,,,,
Sensory processing of sound by outer hair cells of the cochlea,Up,0.565547129,0.483206934,11,-0.803295286,-0.680523317,0.005921518,FALSE,Down,0.224,0.152,10,0.929866537,0.963583689,-0.201167949,FALSE
Triglyceride catabolism,Up,0.573131094,0.484290358,3,-0.536976251,-0.455406351,0.11291627,FALSE,Down,0.395,0.313,4,0.040270124,0.19298047,-0.277408175,FALSE
ESR-mediated signaling,Up,0.594799567,0.484290358,8,-0.68047101,-0.713524466,0.035347512,FALSE,Down,0.496,0.414,7,-0.298226572,-0.465319688,-0.284043049,FALSE
Triglyceride metabolism,Up,0.573131094,0.484290358,3,-0.536976251,-0.455406351,0.11291627,FALSE,Down,0.395,0.313,4,0.040270124,0.19298047,-0.277408175,FALSE
Translation of Structural Proteins,Up,0.161430119,0.484290358,6,-0.373771166,-0.513141507,0.15321561,FALSE,Down,0.943,0.955,6,-2.006647253,-2.24693617,-0.108997391,FALSE
Signaling by FLT3 fusion proteins,Up,0.614301192,0.484290358,2,-0.975176129,-0.93680888,0.015090925,FALSE,Up,0.024,0.011,1,2.550441509,2.533087268,0.717407244,FALSE
Glycogen storage disease type XV (GYG1),Up,0.606717226,0.485373781,1,-0.56132498,-0.518090001,0.082512041,FALSE,Up,0.692,0.636,1,-0.872980138,-0.822381053,0.109173687,FALSE
Glycogen storage disease type 0 (muscle GYS1),Up,0.606717226,0.485373781,1,-0.56132498,-0.518090001,0.082512041,FALSE,Up,0.692,0.636,1,-0.872980138,-0.822381053,0.109173687,FALSE
Cell Cycle,Up,0.252437703,0.486457205,32,-0.438715658,-0.950774754,0.116647031,FALSE,Up,0.757,0.886,44,-1.134293583,-2.233440153,0.041714501,FALSE
